run,block,distance,speed,category,category_start_id,image_id,trial_in_run,trial,category_id,start_id,target_id,target_cat,target_cat_pos,start_cat,start_cat_pos,direction,speed_cue_dur,blink_dur,sample_dur,feedback_dur,iti_dur,probe_dur,buffer_dur,ts,trial_dur,visual,is_probe,probe_dist,probe_id,probe_cat,probe_cat_pos,probe_ts,option_cat,option_cat_pos,option_id,probe_correct_pos,probe_option_pos,subject,session
1,1,13,1.6,food,2,food_2,1,1,8,16,11,6,1,8,2,1,11.25,2500,1000,1000,2512.5428761346093,0,1263.694388787429,8125.0,16412.487264922038,1,0,0,0,0,0,0.0,,,,0,,1,1
1,1,16,1.6,house,1,house_1,2,2,2,3,1,1,1,2,1,1,0.0,2500,1000,1000,2583.679641580304,1000,1408.9157652196486,10000.0,19492.595406799952,1,1,11,14,7,2,6875.0,8.0,1.0,15.0,-1,1.0,1,1
1,1,14,1.6,animal,2,animal_2,3,3,4,8,4,2,2,4,2,1,0.0,2500,1000,1000,2335.457957050305,0,1417.2268329879241,8750.0,17002.684790038227,1,0,0,0,0,0,0.0,,,,0,,1,1
1,1,15,1.6,leg,2,leg_2,4,4,6,12,9,5,1,6,2,1,0.0,2500,1000,1000,2477.995424777114,1000,1747.6423469228043,9375.0,19100.63777169992,1,1,11,5,3,1,6875.0,4.0,2.0,8.0,-1,1.0,1,1
1,1,14,1.6,tool,2,tool_2,5,5,5,10,6,3,2,5,2,1,0.0,2500,1000,1000,2432.1726920229034,0,1354.6060900807934,8750.0,17036.778782103698,1,0,0,0,0,0,0.0,,,,0,,1,1
1,1,16,1.6,hand,2,hand_2,6,6,1,2,18,9,2,1,2,1,0.0,2500,1000,1000,2684.999713927632,0,1433.087751739013,10000.0,18618.087465666646,1,0,0,0,0,0,0.0,,,,0,,1,1
1,1,13,1.6,face,1,face_1,7,7,3,5,18,9,2,3,1,1,0.0,2500,1000,1000,2072.3758364255455,0,1600.019181063932,8125.0,16297.395017489478,1,0,0,0,0,0,0.0,,,,0,,1,1
1,1,12,1.6,shape,1,shape_1,8,8,9,17,11,6,1,9,1,1,0.0,2500,1000,1000,2212.8136815476773,1000,1730.1549876757438,7500.0,16942.96866922342,1,1,6,5,3,1,3750.0,4.0,2.0,8.0,-1,1.0,1,1
1,1,15,1.6,object,2,object_2,9,9,7,14,11,6,1,7,2,1,0.0,2500,1000,1000,2447.6020614629692,0,1728.7182976370727,9375.0,18051.320359100042,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,15,2.0,food,2,food_2,10,10,8,16,13,7,1,8,2,1,9.0,2500,1000,1000,2763.3006474272356,0,1115.1986926786187,7500.0,15887.499340105855,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,14,2.0,house,2,house_2,11,11,2,4,18,9,2,2,2,1,0.0,2500,1000,1000,2479.5172144740295,1000,1044.6738363737284,7000.0,16024.191050847758,1,1,8,12,6,2,4000.0,7.0,1.0,13.0,1,-1.0,1,1
1,2,16,2.0,animal,2,animal_2,12,12,4,8,6,3,2,4,2,1,0.0,2500,1000,1000,2447.697746275065,0,1054.1678010164428,8000.0,16001.865547291509,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,17,2.0,shape,1,shape_1,13,13,9,17,16,8,2,9,1,1,0.0,2500,1000,1000,2629.587184182239,0,1446.0151812241543,8500.0,17075.602365406394,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,15,2.0,face,2,face_2,14,14,3,6,3,2,1,3,2,1,0.0,2500,1000,1000,2178.094278873636,0,1032.935703942004,7500.0,15211.029982815639,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,17,2.0,leg,1,leg_1,15,15,6,11,10,5,2,6,1,1,0.0,2500,1000,1000,2779.363565387489,0,1402.6553738625696,8500.0,17182.018939250058,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,16,2.0,hand,1,hand_1,16,16,1,1,17,9,1,1,1,1,0.0,2500,1000,1000,2128.68952395143,0,1249.2324882312591,8000.0,15877.92201218269,1,0,0,0,0,0,0.0,,,,0,,1,1
1,2,16,2.0,tool,2,tool_2,17,17,5,10,8,4,2,5,2,1,0.0,2500,1000,1000,2233.3201413755846,1000,1009.2176436802598,8000.0,16742.537785055843,1,1,10,2,1,2,5000.0,2.0,1.0,3.0,1,-1.0,1,1
1,2,13,2.0,object,1,object_1,18,18,7,13,8,4,2,7,1,1,0.0,2500,1000,1000,2981.3842598871834,0,1218.5355240380654,6500.0,15199.919783925248,1,0,0,0,0,0,0.0,,,,0,,1,1
1,3,14,1.6,tool,1,tool_1,19,19,5,9,5,3,1,5,1,1,11.25,2500,1000,1000,2118.704273180372,0,1262.9784076741685,8750.0,16642.93268085454,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,12,1.6,object,1,object_1,20,20,7,13,7,4,1,7,1,1,0.0,2500,1000,1000,2752.318395539686,0,1603.9393815417645,7500.0,16356.257777081451,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,17,1.6,house,2,house_2,21,21,2,4,3,2,1,2,2,1,0.0,2500,1000,1000,2847.3172554492576,0,1654.5051919784062,10625.0,19626.822447427665,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,17,1.6,animal,1,animal_1,22,22,4,7,6,3,2,4,1,1,0.0,2500,1000,1000,2431.210770316278,0,1772.9350415441113,10625.0,19329.14581186039,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,16,1.6,leg,1,leg_1,23,23,6,11,9,5,1,6,1,1,0.0,2500,1000,1000,2833.137022510297,0,1465.5718139613386,10000.0,18798.708836471633,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,15,1.6,food,1,food_1,24,24,8,15,12,6,2,8,1,1,0.0,2500,1000,1000,2698.5955032971488,0,1498.1217733316653,9375.0,18071.717276628813,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,13,1.6,hand,1,hand_1,25,25,1,1,14,7,2,1,1,1,0.0,2500,1000,1000,2191.3053941511203,1000,1624.258471092308,8125.0,17440.563865243428,0,1,9,10,5,2,5625.0,6.0,1.0,11.0,1,-1.0,1,1
1,3,12,1.6,shape,2,shape_2,26,26,9,18,12,6,2,9,2,1,0.0,2500,1000,1000,2633.5229027950027,0,1472.2579173011488,7500.0,16105.780820096152,0,0,0,0,0,0,0.0,,,,0,,1,1
1,3,17,1.6,face,2,face_2,27,27,3,6,5,3,1,3,2,1,0.0,2500,1000,1000,2825.8799649918296,0,1320.604391535245,10625.0,19271.484356527075,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,13,2.0,animal,1,animal_1,28,28,4,7,2,1,2,4,1,1,9.0,2500,1000,1000,2667.6964587773705,0,1302.6238365615745,6500.0,14979.320295338945,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,17,2.0,shape,2,shape_2,29,29,9,18,17,9,1,9,2,1,0.0,2500,1000,1000,2714.337172416373,0,1483.2809773766814,8500.0,17197.618149793056,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,12,2.0,food,1,food_1,30,30,8,15,9,5,1,8,1,1,0.0,2500,1000,1000,2909.8783034238636,0,1363.7233195687345,6000.0,14773.601622992599,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,13,2.0,hand,2,hand_2,31,31,1,2,15,8,1,1,2,1,0.0,2500,1000,1000,2780.7764958833814,0,1245.3753609870025,6500.0,15026.151856870383,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,14,2.0,object,2,object_2,32,32,7,14,10,5,2,7,2,1,0.0,2500,1000,1000,2654.477666300125,0,1170.929835552211,7000.0,15325.407501852336,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,15,2.0,leg,2,leg_2,33,33,6,12,9,5,1,6,2,1,0.0,2500,1000,1000,2979.624047696814,0,1178.3445006396373,7500.0,16157.968548336452,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,12,2.0,face,1,face_1,34,34,3,5,17,9,1,3,1,1,0.0,2500,1000,1000,2775.7342625924475,0,1069.2348782949691,6000.0,14344.969140887417,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,14,2.0,tool,1,tool_1,35,35,5,9,5,3,1,5,1,1,0.0,2500,1000,1000,2023.9760276735492,0,1482.5662641586764,7000.0,15006.542291832226,0,0,0,0,0,0,0.0,,,,0,,1,1
1,4,12,2.0,house,1,house_1,36,36,2,3,15,8,1,2,1,1,0.0,2500,1000,1000,2072.91610236268,0,1312.2421639039667,6000.0,13885.158266266648,0,0,0,0,0,0,0.0,,,,0,,1,1
2,1,16,2.0,leg,2,leg_2,1,37,6,12,10,5,2,6,2,1,9.0,2500,1000,1000,2515.133454213396,0,1262.5029165681922,8000.0,16286.636370781587,1,0,0,0,0,0,0.0,,,,0,,1,1
2,1,13,2.0,food,1,food_1,2,38,8,15,10,5,2,8,1,1,0.0,2500,1000,1000,2164.4689412307616,1000,1053.0678398098428,6500.0,15217.536781040604,1,1,8,5,3,1,4000.0,4.0,2.0,8.0,1,-1.0,1,1
2,1,14,2.0,animal,1,animal_1,3,39,4,7,3,2,1,4,1,1,0.0,2500,1000,1000,2029.1270274933156,0,1020.9882593284245,7000.0,14550.11528682174,1,0,0,0,0,0,0.0,,,,0,,1,1
2,1,12,2.0,shape,1,shape_1,4,40,9,17,11,6,1,9,1,1,0.0,2500,1000,1000,2766.086824609972,0,1065.155672302017,6000.0,14331.24249691199,1,0,0,0,0,0,0.0,,,,0,,1,1
2,1,16,2.0,face,2,face_2,5,41,3,6,4,2,2,3,2,1,0.0,2500,1000,1000,2209.5613896644354,1000,1114.8402739165276,8000.0,16824.401663580964,1,1,12,18,9,2,6000.0,10.0,1.0,19.0,-1,1.0,1,1
2,1,14,2.0,hand,2,hand_2,6,42,1,2,16,8,2,1,2,1,0.0,2500,1000,1000,2895.9564264764354,1000,1250.134330927152,7000.0,16646.09075740359,1,1,10,12,6,2,5000.0,7.0,1.0,13.0,1,-1.0,1,1
2,1,15,2.0,house,2,house_2,7,43,2,4,1,1,1,2,2,1,0.0,2500,1000,1000,2599.469762689799,0,1098.1235257460378,7500.0,15697.593288435837,1,0,0,0,0,0,0.0,,,,0,,1,1
2,1,14,2.0,object,1,object_1,8,44,7,13,9,5,1,7,1,1,0.0,2500,1000,1000,2485.1015481400473,0,1071.7145832669885,7000.0,15056.816131407035,1,0,0,0,0,0,0.0,,,,0,,1,1
2,1,15,2.0,tool,1,tool_1,9,45,5,9,6,3,2,5,1,1,0.0,2500,1000,1000,2628.601507926708,0,1499.3510901989496,7500.0,16127.952598125657,1,0,0,0,0,0,0.0,,,,0,,1,1
