runTrialId,run,startCatPos,startId,blockId,runBlockId,speed,distance,startCat,targetId,targetCat,probeDur,bufferDur,itiDur,ts,tp,direction,targetCatPos,speedCueDur,blinkFixDur,sampleDur,feedbackDur,probeDist,probeId,probeCat,probeCatPos,probe_ts,probe_loc,optionCat,movementDur,participantId,speedCueTrial
1,1,1,1,1,1,2.0,17,1,18,6,0.0,1108.7583540558833,2631.985,8500.0,,1,3,9000.0,2700,1000,1000.0,10,11,4,2,5000.0,0,0,9608.758,7,1
2,1,2,2,1,1,2.0,13,1,15,5,0.0,1276.0411647409721,2675.602,6500.0,,1,3,9000.0,2700,1000,1000.0,6,8,3,2,3000.0,0,0,7776.041,7,0
3,1,1,1,1,1,2.0,12,1,13,5,1000.0,1451.5665132923018,2283.175,6000.0,,1,1,9000.0,2700,1000,0.0,7,8,3,2,3500.0,1,1,7451.567,7,0
4,1,3,6,1,1,2.0,13,2,1,1,0.0,1159.6150132337043,2722.45,6500.0,,1,1,9000.0,2700,1000,1000.0,8,14,5,2,4000.0,0,0,7659.615,7,0
5,1,1,13,1,1,2.0,14,5,9,3,0.0,1497.5703775713393,2766.557,7000.0,,1,3,9000.0,2700,1000,1000.0,10,5,2,2,5000.0,0,0,8497.57,7,0
6,1,1,10,1,1,2.0,14,4,6,2,0.0,1084.157639722615,2675.399,7000.0,,1,3,9000.0,2700,1000,1000.0,10,2,1,2,5000.0,0,0,8084.158,7,0
7,1,1,1,2,2,1.2,16,1,17,6,0.0,2331.9071580329482,2014.545,13333.333,,1,2,14999.993999999999,2700,1000,1000.0,10,11,4,2,8333.333,0,0,15665.24,7,1
8,1,2,11,2,2,1.2,14,4,7,3,0.0,1896.1236484125818,2060.72,11666.667,,1,1,14999.993999999999,2700,1000,1000.0,9,2,1,2,7500.0,0,0,13562.791,7,0
9,1,3,18,2,2,1.2,17,6,17,6,0.0,1855.2968187330887,2563.866,14166.667,,1,2,14999.993999999999,2700,1000,1000.0,14,14,5,2,11666.667,0,0,16021.964,7,0
10,1,1,10,2,2,1.2,15,4,7,3,0.0,2310.80355826738,2971.272,12500.0,,1,1,14999.993999999999,2700,1000,1000.0,10,2,1,2,8333.333,0,0,14810.804,7,0
11,1,2,2,2,2,1.2,13,1,15,5,0.0,1975.5324409760874,2985.867,10833.333,,1,3,14999.993999999999,2700,1000,1000.0,9,11,4,2,7500.0,0,0,12808.865,7,0
12,1,3,3,2,2,1.2,14,1,17,6,0.0,1816.5525811100524,2707.588,11666.667,,1,2,14999.993999999999,2700,1000,1000.0,8,11,4,2,6666.667,0,0,13483.22,7,0
13,1,1,16,3,3,2.0,14,6,12,4,0.0,1139.7878631090257,2181.396,7000.0,,1,3,9000.0,2700,1000,1000.0,7,5,2,2,3500.0,0,0,8139.788,7,1
14,1,3,12,3,3,2.0,13,4,7,3,0.0,1123.5834004640226,2349.819,6500.0,,1,1,9000.0,2700,1000,1000.0,8,2,1,2,4000.0,0,0,7623.583,7,0
15,1,2,14,3,3,2.0,14,5,10,4,0.0,1128.9302278052503,2763.118,7000.0,,1,1,9000.0,2700,1000,1000.0,9,5,2,2,4500.0,0,0,8128.93,7,0
16,1,3,18,3,3,2.0,13,6,13,5,1000.0,1245.6534041376692,2394.608,6500.0,,1,1,9000.0,2700,1000,0.0,5,5,2,2,2500.0,1,1,7745.653,7,0
