runTrialId,run,startCatPos,startId,blockId,runBlockId,speed,distance,startCat,targetId,targetCat,probeDur,bufferDur,itiDur,ts,tp,direction,targetCatPos,speedCueDur,blinkFixDur,sampleDur,feedbackDur,probeDist,probeId,probeCat,probeCatPos,probe_ts,probe_loc,optionCat,movementDur,participantId,speedCueTrial
4,2,2,14,7,1,1.2,12,5,2,1,0.0,1751.2993608117517,2441.574,10000.0,,-1,2,14999.993999999999,2700,1000,1000.0,6,8,3,2,5000.0,0,0,11751.299,6,0
5,2,2,14,7,1,1.2,17,5,15,5,0.0,2111.952223781323,2710.639,14166.667,,-1,3,14999.993999999999,2700,1000,1000.0,12,2,1,2,10000.0,0,0,16278.619,6,0
6,2,3,9,7,1,1.2,16,3,11,4,1000.0,1943.1294651222934,2001.054,13333.333,,-1,2,14999.993999999999,2700,1000,0.0,10,17,6,2,8333.333,1,1,15276.462,6,0
7,2,2,2,8,2,2.0,12,1,8,3,0.0,1299.8589513797658,2380.982,6000.0,,-1,2,9000.0,2700,1000,1000.0,9,11,4,2,4500.0,0,0,7299.859,6,1
8,2,1,13,8,2,2.0,15,5,16,6,0.0,1141.9116515210665,2288.353,7500.0,,-1,1,9000.0,2700,1000,1000.0,8,5,2,2,4000.0,0,0,8641.912,6,0
9,2,1,10,8,2,2.0,17,4,11,4,0.0,1114.6840099697579,2992.805,8500.0,,-1,2,9000.0,2700,1000,1000.0,11,17,6,2,5500.0,0,0,9614.684,6,0
10,2,2,8,8,2,2.0,15,3,11,4,1000.0,1352.0041029537983,2856.176,7500.0,,-1,2,9000.0,2700,1000,0.0,12,14,5,2,6000.0,1,1,8852.004,6,0
11,2,2,11,8,2,2.0,12,4,17,6,0.0,1077.6065224032918,2663.536,6000.0,,-1,2,9000.0,2700,1000,1000.0,9,2,1,2,4500.0,0,0,7077.607,6,0
12,2,2,2,8,2,2.0,16,1,4,2,0.0,1321.804541580634,2583.592,8000.0,,-1,1,9000.0,2700,1000,1000.0,12,8,3,2,6000.0,0,0,9321.805,6,0
13,2,3,3,9,3,1.2,13,1,8,3,0.0,2063.9988005278924,2598.747,10833.333,,-1,2,14999.993999999999,2700,1000,1000.0,7,14,5,2,5833.333,0,0,12897.332,6,1
14,2,1,13,9,3,1.2,16,5,15,5,0.0,1983.7924934469277,2284.77,13333.333,,-1,3,14999.993999999999,2700,1000,1000.0,11,2,1,2,9166.667,0,0,15317.125,6,0
15,2,3,6,9,3,1.2,14,2,10,4,0.0,2288.266141010726,2545.336,11666.667,,-1,1,14999.993999999999,2700,1000,1000.0,10,14,5,2,8333.333,0,0,13954.933,6,0
16,2,3,6,9,3,1.2,17,2,7,3,0.0,1780.2166142146743,2136.843,14166.667,,-1,1,14999.993999999999,2700,1000,1000.0,10,14,5,2,8333.333,0,0,15946.884,6,0
17,2,2,14,9,3,1.2,14,5,18,6,0.0,2070.2792212667655,2549.496,11666.667,,-1,3,14999.993999999999,2700,1000,1000.0,9,5,2,2,7500.0,0,0,13736.946,6,0
