run,block,distance,speed,category,category_start_id,image_id,trial_in_run,trial,category_id,start_id,target_id,category_target_id,direction,speed_cue_dur,blink_dur,sample_dur,feedback_dur,iti_dur,probe_dur,buffer_dur,ts,trial_dur,subject,session
5,2,17,2.0,object,2,object_2,16,160,5,10,9,1,1,9.0,2500,1000,1000,2393.164112956895,1000,1211.6413985282468,8500.0,17613.80551148514,0,0
5,2,14,2.0,animals,2,animals_2,17,161,9,18,14,2,1,9.0,2500,1000,1000,2438.416011768383,1000,1007.2625843633771,7000.0,15954.67859613176,0,0
5,2,15,2.0,tool,1,tool_1,18,162,4,7,4,2,1,9.0,2500,1000,1000,2552.39756155949,0,1256.6432499006228,7500.0,15818.040811460112,0,0
5,3,16,1.6,hands,2,hands_2,19,163,7,14,12,2,1,11.25,2500,1000,1000,2589.5701603759694,0,1386.1836178422502,10000.0,18487.00377821822,0,0
5,3,12,1.6,tool,1,tool_1,20,164,4,7,1,1,1,11.25,2500,1000,1000,2112.369481183244,1000,1416.5301040032573,7500.0,16540.1495851865,0,0
5,3,15,1.6,food,2,food_2,21,165,6,12,9,1,1,11.25,2500,1000,1000,2692.6353228108956,0,1690.5434288860777,9375.0,18269.42875169697,0,0
5,3,13,1.6,face,1,face_1,22,166,1,1,14,2,1,11.25,2500,1000,1000,2357.5133260704824,0,1328.6638621839543,8125.0,16322.427188254436,0,0
5,3,15,1.6,shapes,1,shapes_1,23,167,8,15,12,2,1,11.25,2500,1000,1000,2315.6809464358644,0,1564.4482364130029,9375.0,17766.37918284887,0,0
5,3,13,1.6,animals,2,animals_2,24,168,9,18,13,1,1,11.25,2500,1000,1000,2057.9444250627657,0,1320.6740411268743,8125.0,16014.86846618964,0,0
5,3,13,1.6,leg,2,leg_2,25,169,3,6,1,1,1,11.25,2500,1000,1000,2995.244112022782,0,1289.2961377163194,8125.0,16920.7902497391,0,0
5,3,14,1.6,object,2,object_2,26,170,5,10,6,2,1,11.25,2500,1000,1000,2941.1612956764525,0,1400.666464293361,8750.0,17603.077759969812,0,0
5,3,14,1.6,house,2,house_2,27,171,2,4,18,2,1,11.25,2500,1000,1000,2859.4964853950764,0,1438.2772134014272,8750.0,17559.023698796504,0,0
5,4,16,2.0,leg,1,leg_1,28,172,3,5,3,1,1,9.0,2500,1000,1000,2491.3007013795677,0,1370.5463912331795,8000.0,16370.847092612747,0,0
5,4,12,2.0,tool,2,tool_2,29,173,4,8,2,2,1,9.0,2500,1000,1000,2255.5439340946587,0,1486.0621278549324,6000.0,14250.606061949591,0,0
5,4,13,2.0,food,2,food_2,30,174,6,12,7,1,1,9.0,2500,1000,1000,2014.6509118433905,0,1147.3435830876933,6500.0,14170.994494931085,0,0
5,4,13,2.0,shapes,2,shapes_2,31,175,8,16,11,1,1,9.0,2500,1000,1000,2548.943050578674,0,1454.4713937793574,6500.0,15012.414444358032,0,0
5,4,12,2.0,face,2,face_2,32,176,1,2,14,2,1,9.0,2500,1000,1000,2409.726045767859,0,1437.3311980097558,6000.0,14356.057243777614,0,0
5,4,16,2.0,house,1,house_1,33,177,2,3,1,1,1,9.0,2500,1000,1000,2193.667773953112,0,1190.4956320562535,8000.0,15893.163406009364,0,0
5,4,17,2.0,hands,1,hands_1,34,178,7,13,12,2,1,9.0,2500,1000,1000,2647.1778968318113,0,1130.6456740851586,8500.0,16786.823570916968,0,0
5,4,14,2.0,object,1,object_1,35,179,5,9,5,1,1,9.0,2500,1000,1000,2072.210201087791,0,1018.756922204879,7000.0,14599.96712329267,0,0
5,4,14,2.0,animals,1,animals_1,36,180,9,17,13,1,1,9.0,2500,1000,1000,2654.1676313168828,0,1481.8557068290952,7000.0,15645.023338145978,0,0
6,1,17,2.0,house,1,house_1,1,181,2,3,2,2,1,9.0,2500,1000,1000,2627.033250576446,1000,1386.404330258034,8500.0,18022.437580834478,0,0
6,1,16,2.0,tool,1,tool_1,2,182,4,7,5,1,1,9.0,2500,1000,1000,2284.7652537262425,0,1475.808844910424,8000.0,16269.574098636665,0,0
6,1,15,2.0,object,1,object_1,3,183,5,9,6,2,1,9.0,2500,1000,1000,2441.929375636055,0,1075.3165281360637,7500.0,15526.245903772118,0,0
6,1,12,2.0,hands,1,hands_1,4,184,7,13,7,1,1,9.0,2500,1000,1000,2114.5198418409027,0,1183.1905608709508,6000.0,13806.710402711853,0,0
6,1,16,2.0,face,1,face_1,5,185,1,1,17,1,1,9.0,2500,1000,1000,2620.7489159470656,0,1244.7996752550473,8000.0,16374.548591202114,0,0
6,1,12,2.0,food,1,food_1,6,186,6,11,5,1,1,9.0,2500,1000,1000,2289.9498432340297,0,1414.7328280676354,6000.0,14213.682671301665,0,0
6,1,14,2.0,shapes,2,shapes_2,7,187,8,16,12,2,1,9.0,2500,1000,1000,2198.3314421619452,0,1191.2809856418614,7000.0,14898.612427803808,0,0
6,1,15,2.0,animals,2,animals_2,8,188,9,18,15,1,1,9.0,2500,1000,1000,2480.7952969865214,0,1286.8763294479627,7500.0,15776.671626434485,0,0
6,1,17,2.0,leg,1,leg_1,9,189,3,5,4,2,1,9.0,2500,1000,1000,2714.066107661468,0,1164.0296125907857,8500.0,16887.095720252255,0,0
6,2,12,1.6,hands,1,hands_1,10,190,7,13,7,1,1,11.25,2500,1000,1000,2327.2901474447344,0,1832.2713269600301,7500.0,16170.811474404765,0,0
6,2,14,1.6,leg,2,leg_2,11,191,3,6,2,2,1,11.25,2500,1000,1000,2053.4891658632528,1000,1625.9900202698768,8750.0,17940.729186133132,0,0
6,2,14,1.6,animals,2,animals_2,12,192,9,18,14,2,1,11.25,2500,1000,1000,2344.1054551755897,0,1826.5029006962716,8750.0,17431.85835587186,0,0
6,2,12,1.6,house,1,house_1,13,193,2,3,15,1,1,11.25,2500,1000,1000,2685.783817616744,0,1451.4868503487662,7500.0,16148.520667965511,0,0
6,2,13,1.6,tool,1,tool_1,14,194,4,7,2,2,1,11.25,2500,1000,1000,2476.7453894992695,1000,1765.0297052577369,8125.0,17878.025094757006,0,0
6,2,13,1.6,face,2,face_2,15,195,1,2,15,1,1,11.25,2500,1000,1000,2648.414550397147,0,1541.8187109641935,8125.0,16826.48326136134,0,0
6,2,16,1.6,shapes,1,shapes_1,16,196,8,15,13,1,1,11.25,2500,1000,1000,2313.05801178195,0,1797.3121071872013,10000.0,18621.62011896915,0,0
6,2,17,1.6,object,1,object_1,17,197,5,9,8,2,1,11.25,2500,1000,1000,2588.9034243218266,0,1460.6257484596545,10625.0,19185.77917278148,0,0
6,2,12,1.6,food,1,food_1,18,198,6,11,5,1,1,11.25,2500,1000,1000,2881.042806673777,0,1316.848181918494,7500.0,16209.140988592271,0,0
6,3,12,2.0,object,2,object_2,19,199,5,10,4,2,1,9.0,2500,1000,1000,2788.323992647183,0,1302.6165801952923,6000.0,14599.940572842475,0,0
6,3,13,2.0,face,2,face_2,20,200,1,2,15,1,1,9.0,2500,1000,1000,2385.698986151679,0,1322.0471453598516,6500.0,14716.74613151153,0,0
6,3,15,2.0,animals,1,animals_1,21,201,9,17,14,2,1,9.0,2500,1000,1000,2578.0233097578234,0,1088.2910816156573,7500.0,15675.314391373482,0,0
6,3,14,2.0,house,2,house_2,22,202,2,4,18,2,1,9.0,2500,1000,1000,2300.152458323463,0,1278.7268777397621,7000.0,15087.879336063226,0,0
6,3,17,2.0,shapes,1,shapes_1,23,203,8,15,14,2,1,9.0,2500,1000,1000,2821.565945064876,0,1326.737487804853,8500.0,17157.30343286973,0,0
6,3,16,2.0,hands,2,hands_2,24,204,7,14,12,2,1,9.0,2500,1000,1000,2539.7048832742294,0,1016.5882323783295,8000.0,16065.29311565256,0,0
6,3,14,2.0,food,2,food_2,25,205,6,12,8,2,1,9.0,2500,1000,1000,2913.591302572102,0,1114.532790364442,7000.0,15537.124092936545,0,0
6,3,13,2.0,tool,2,tool_2,26,206,4,8,3,1,1,9.0,2500,1000,1000,2990.7322367104216,1000,1383.5035569635386,6500.0,16383.235793673959,0,0
6,3,13,2.0,leg,2,leg_2,27,207,3,6,1,1,1,9.0,2500,1000,1000,2302.456089777458,0,1056.2665044590412,6500.0,14367.7225942365,0,0
6,4,16,1.6,animals,1,animals_1,28,208,9,17,15,1,1,11.25,2500,1000,1000,2654.388060888992,1000,1308.1905246616261,10000.0,19473.82858555062,0,0
6,4,16,1.6,food,2,food_2,29,209,6,12,10,2,1,11.25,2500,1000,1000,2200.5935980654544,0,1604.5941850707736,10000.0,18316.43778313623,0,0
6,4,14,1.6,face,1,face_1,30,210,1,1,15,1,1,11.25,2500,1000,1000,2831.6969905301085,0,1549.1573158848182,8750.0,17642.104306414927,0,0
6,4,15,1.6,house,2,house_2,31,211,2,4,1,1,1,11.25,2500,1000,1000,2811.532689790366,0,1552.3600797326299,9375.0,18250.142769522994,0,0
6,4,15,1.6,object,2,object_2,32,212,5,10,7,1,1,11.25,2500,1000,1000,2421.007625801796,0,1551.9101878233614,9375.0,17859.167813625158,0,0
6,4,13,1.6,leg,1,leg_1,33,213,3,5,18,2,1,11.25,2500,1000,1000,2903.417222664599,0,1580.1729222063104,8125.0,17119.84014487091,0,0
6,4,15,1.6,tool,2,tool_2,34,214,4,8,5,1,1,11.25,2500,1000,1000,2516.2718662625502,0,1429.4487265594444,9375.0,17831.970592821996,0,0
6,4,17,1.6,hands,2,hands_2,35,215,7,14,13,1,1,11.25,2500,1000,1000,2004.5629093455934,0,1656.397648566983,10625.0,18797.21055791258,0,0
6,4,17,1.6,shapes,2,shapes_2,36,216,8,16,15,1,1,11.25,2500,1000,1000,2994.2338469273627,1000,1552.3681400349453,10625.0,20682.85198696231,0,0
